요일,기상상태,도로형태,노면상태,사고유형,주소,연휴,년도,월,일,시간,설치장소,설치개수,CCTV설치대수,급지구분_1,급지구분_2,급지구분_3
토요일,맑음,단일로 - 기타,건조,차대차,달서구 도원동,1,2022,3,26,21,13.0,91.0,0.0,0.0,0.0,2.0
토요일,맑음,교차로 - 교차로부근,건조,차대차,서구 내당동,1,2022,3,26,21,8.0,0.0,0.0,0.0,18.0,0.0
토요일,맑음,기타 - 기타,건조,차대차,남구 대명동,1,2022,3,26,22,62.0,5377.0,106.0,20.0,1.0,0.0
토요일,맑음,단일로 - 기타,건조,차대사람,수성구 두산동,1,2022,3,26,23,4.0,473.0,0.0,0.0,0.0,0.0
일요일,맑음,단일로 - 기타,건조,차대차,중구 대봉동,1,2022,3,27,3,3.0,637.0,0.0,5.0,0.0,0.0
일요일,맑음,단일로 - 교량,건조,차대차,동구 신천동,1,2022,3,27,8,11.0,1039.0,0.0,7.0,0.0,0.0
일요일,맑음,교차로 - 교차로안,건조,차대차,수성구 두산동,1,2022,3,27,8,4.0,473.0,0.0,0.0,0.0,0.0
일요일,맑음,단일로 - 기타,건조,차대차,달서구 본리동,1,2022,3,27,10,11.0,258.0,0.0,0.0,3.0,1.0
일요일,맑음,교차로 - 교차로부근,건조,차대차,달서구 송현동,1,2022,3,27,10,17.0,1365.0,0.0,0.0,7.0,7.0
일요일,맑음,단일로 - 기타,건조,차대차,남구 이천동,1,2022,3,27,11,8.0,556.0,22.0,3.0,0.0,0.0
일요일,맑음,기타 - 기타,건조,차대사람,서구 비산동,1,2022,3,27,11,14.0,0.0,0.0,6.0,30.0,13.0
일요일,맑음,단일로 - 기타,건조,차대사람,남구 봉덕동,1,2022,3,27,12,24.0,1424.0,34.0,9.0,3.0,0.0
일요일,맑음,교차로 - 교차로부근,건조,차대차,달서구 유천동,1,2022,3,27,12,10.0,65.0,0.0,0.0,0.0,0.0
일요일,맑음,단일로 - 기타,건조,차대차,서구 내당동,1,2022,3,27,12,8.0,0.0,0.0,0.0,18.0,0.0
일요일,맑음,교차로 - 교차로안,건조,차대차,달서구 두류동,1,2022,3,27,13,12.0,1290.0,0.0,0.0,3.0,3.0
일요일,맑음,교차로 - 교차로안,건조,차대차,동구 신기동,1,2022,3,27,15,1.0,239.0,0.0,0.0,0.0,2.0
일요일,맑음,단일로 - 기타,건조,차량단독,달성군 현풍읍,1,2022,3,27,15,15.0,0.0,0.0,0.0,0.0,0.0
일요일,맑음,단일로 - 기타,건조,차대사람,동구 검사동,1,2022,3,27,18,0.0,360.0,0.0,0.0,0.0,0.0
일요일,맑음,단일로 - 기타,건조,차대차,북구 산격동,1,2022,3,27,18,12.0,968.0,34.0,0.0,29.0,13.0
일요일,맑음,단일로 - 기타,건조,차대차,달서구 감삼동,1,2022,3,27,18,12.0,932.0,0.0,0.0,1.0,3.0
일요일,맑음,단일로 - 기타,건조,차대차,동구 용수동,1,2022,3,27,19,0.0,90.0,0.0,0.0,0.0,0.0
일요일,맑음,단일로 - 기타,건조,차대차,수성구 범어동,1,2022,3,27,20,12.0,0.0,0.0,1.0,3.0,0.0
일요일,맑음,단일로 - 기타,건조,차량단독,남구 이천동,1,2022,3,27,21,8.0,556.0,22.0,3.0,0.0,0.0
일요일,맑음,단일로 - 기타,건조,차대차,동구 용계동,1,2022,3,27,21,3.0,352.0,0.0,0.0,0.0,0.0
월요일,맑음,단일로 - 기타,건조,차대차,북구 칠성동1가,0,2022,3,28,6,2.0,79.0,0.0,11.0,0.0,0.0
월요일,맑음,교차로 - 교차로안,건조,차대차,수성구 신매동,0,2022,3,28,7,11.0,0.0,0.0,0.0,2.0,1.0
월요일,맑음,기타 - 기타,건조,차대차,달서구 용산동,0,2022,3,28,7,33.0,480.0,0.0,0.0,2.0,2.0
월요일,맑음,교차로 - 교차로부근,건조,차대차,서구 비산동,0,2022,3,28,8,14.0,0.0,0.0,6.0,30.0,13.0
월요일,맑음,단일로 - 기타,건조,차대차,달서구 성당동,0,2022,3,28,9,6.0,46.0,0.0,0.0,1.0,2.0
월요일,맑음,단일로 - 기타,건조,차대차,북구 산격동,0,2022,3,28,9,12.0,968.0,34.0,0.0,29.0,13.0
월요일,맑음,단일로 - 기타,건조,차대사람,서구 내당동,0,2022,3,28,9,8.0,0.0,0.0,0.0,18.0,0.0
월요일,맑음,단일로 - 기타,건조,차대차,달서구 감삼동,0,2022,3,28,10,12.0,932.0,0.0,0.0,1.0,3.0
월요일,맑음,단일로 - 기타,건조,차대차,북구 침산동,0,2022,3,28,11,16.0,732.0,23.0,8.0,15.0,2.0
월요일,맑음,기타 - 기타,건조,차대사람,달서구 이곡동,0,2022,3,28,11,23.0,404.0,0.0,0.0,1.0,1.0
월요일,맑음,단일로 - 기타,건조,차대사람,달서구 감삼동,0,2022,3,28,11,12.0,932.0,0.0,0.0,1.0,3.0
월요일,맑음,단일로 - 기타,건조,차대차,수성구 범물동,0,2022,3,28,14,7.0,0.0,0.0,0.0,0.0,0.0
월요일,맑음,단일로 - 기타,건조,차대사람,동구 지저동,0,2022,3,28,15,1.0,420.0,0.0,0.0,0.0,3.0
월요일,맑음,단일로 - 기타,건조,차대사람,달서구 장기동,0,2022,3,28,16,11.0,335.0,0.0,0.0,2.0,1.0
월요일,맑음,단일로 - 기타,건조,차대차,북구 국우동,0,2022,3,28,16,6.0,174.0,16.0,0.0,0.0,0.0
월요일,맑음,교차로 - 교차로안,건조,차대사람,동구 효목동,0,2022,3,28,17,4.0,1164.0,0.0,0.0,0.0,0.0
월요일,맑음,교차로 - 교차로안,건조,차대차,동구 동호동,0,2022,3,28,17,1.0,205.0,0.0,0.0,0.0,1.0
월요일,맑음,단일로 - 기타,건조,차대사람,수성구 신매동,0,2022,3,28,17,11.0,0.0,0.0,0.0,2.0,1.0
월요일,맑음,교차로 - 교차로부근,건조,차대차,수성구 황금동,0,2022,3,28,18,9.0,0.0,0.0,0.0,2.0,1.0
월요일,맑음,단일로 - 기타,건조,차대차,달서구 호산동,0,2022,3,28,18,10.0,213.0,0.0,0.0,0.0,1.0
월요일,맑음,교차로 - 교차로안,건조,차대차,동구 각산동,0,2022,3,28,19,2.0,139.0,0.0,0.0,0.0,0.0
월요일,맑음,교차로 - 교차로횡단보도내,건조,차대사람,달성군 구지면,0,2022,3,28,19,12.0,579.0,4.0,0.0,0.0,4.0
월요일,맑음,교차로 - 교차로횡단보도내,건조,차대사람,북구 구암동,0,2022,3,28,19,11.0,273.0,36.0,0.0,0.0,7.0
월요일,맑음,단일로 - 기타,건조,차대차,동구 봉무동,0,2022,3,28,20,3.0,137.0,0.0,0.0,0.0,0.0
월요일,맑음,단일로 - 기타,건조,차대차,수성구 만촌동,0,2022,3,28,20,15.0,0.0,0.0,0.0,0.0,3.0
화요일,맑음,교차로 - 교차로안,건조,차대차,달서구 상인동,0,2022,3,29,0,30.0,843.0,0.0,0.0,0.0,5.0
화요일,맑음,교차로 - 교차로안,건조,차대차,서구 원대동3가,0,2022,3,29,0,0.0,0.0,0.0,0.0,1.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,동구 신천동,0,2022,3,29,4,11.0,1039.0,0.0,7.0,0.0,0.0
화요일,맑음,교차로 - 교차로부근,건조,차대차,남구 이천동,0,2022,3,29,7,8.0,556.0,22.0,3.0,0.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,서구 내당동,0,2022,3,29,7,8.0,0.0,0.0,0.0,18.0,0.0
화요일,맑음,교차로 - 교차로부근,건조,차대차,남구 대명동,0,2022,3,29,7,62.0,5377.0,106.0,20.0,1.0,0.0
화요일,맑음,교차로 - 교차로부근,건조,차대차,동구 신천동,0,2022,3,29,8,11.0,1039.0,0.0,7.0,0.0,0.0
화요일,맑음,기타 - 기타,건조,차대차,달서구 월성동,0,2022,3,29,8,22.0,164.0,0.0,0.0,1.0,0.0
화요일,맑음,기타 - 기타,건조,차대사람,달성군 논공읍,0,2022,3,29,8,18.0,1153.0,4.0,0.0,0.0,29.0
화요일,맑음,교차로 - 교차로안,건조,차대사람,서구 내당동,0,2022,3,29,8,8.0,0.0,0.0,0.0,18.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,동구 신암동,0,2022,3,29,10,12.0,2064.0,0.0,0.0,1.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,수성구 이천동,0,2022,3,29,10,0.0,0.0,0.0,0.0,0.0,1.0
화요일,맑음,단일로 - 기타,건조,차량단독,북구 복현동,0,2022,3,29,10,10.0,534.0,32.0,0.0,9.0,5.0
화요일,맑음,교차로 - 교차로안,건조,차대사람,달성군 화원읍,0,2022,3,29,11,39.0,940.0,18.0,0.0,0.0,14.0
화요일,맑음,교차로 - 교차로안,건조,차대차,수성구 황금동,0,2022,3,29,12,9.0,0.0,0.0,0.0,2.0,1.0
화요일,맑음,단일로 - 기타,건조,차대차,수성구 매호동,0,2022,3,29,12,2.0,0.0,0.0,0.0,1.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,수성구 수성동4가,0,2022,3,29,12,1.0,0.0,0.0,1.0,0.0,0.0
화요일,맑음,교차로 - 교차로안,건조,차대차,달서구 진천동,0,2022,3,29,12,9.0,627.0,0.0,0.0,1.0,3.0
화요일,맑음,교차로 - 교차로부근,건조,차대차,서구 비산동,0,2022,3,29,12,14.0,0.0,0.0,6.0,30.0,13.0
화요일,맑음,단일로 - 기타,건조,차대사람,서구 비산동,0,2022,3,29,12,14.0,0.0,0.0,6.0,30.0,13.0
화요일,맑음,단일로 - 기타,건조,차대차,동구 신암동,0,2022,3,29,16,12.0,2064.0,0.0,0.0,1.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,수성구 연호동,0,2022,3,29,16,0.0,0.0,0.0,0.0,0.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,북구 산격동,0,2022,3,29,16,12.0,968.0,34.0,0.0,29.0,13.0
화요일,맑음,교차로 - 교차로부근,건조,차대차,서구 내당동,0,2022,3,29,16,8.0,0.0,0.0,0.0,18.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,북구 노곡동,0,2022,3,29,17,0.0,140.0,0.0,0.0,0.0,3.0
화요일,맑음,교차로 - 교차로안,건조,차대사람,달서구 송현동,0,2022,3,29,17,17.0,1365.0,0.0,0.0,7.0,7.0
화요일,맑음,교차로 - 교차로부근,건조,차대차,달서구 송현동,0,2022,3,29,18,17.0,1365.0,0.0,0.0,7.0,7.0
화요일,맑음,교차로 - 교차로안,건조,차대차,달서구 상인동,0,2022,3,29,18,30.0,843.0,0.0,0.0,0.0,5.0
화요일,맑음,교차로 - 교차로부근,건조,차대차,달서구 본리동,0,2022,3,29,20,11.0,258.0,0.0,0.0,3.0,1.0
화요일,맑음,단일로 - 기타,건조,차대사람,남구 대명동,0,2022,3,29,21,62.0,5377.0,106.0,20.0,1.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,수성구 두산동,0,2022,3,29,23,4.0,473.0,0.0,0.0,0.0,0.0
수요일,맑음,교차로 - 교차로안,건조,차대차,달성군 다사읍,0,2022,3,30,0,52.0,876.0,4.0,0.0,0.0,2.0
수요일,맑음,단일로 - 교량,건조,차대차,동구 효목동,0,2022,3,30,4,4.0,1164.0,0.0,0.0,0.0,0.0
수요일,맑음,단일로 - 기타,건조,차대차,동구 신천동,0,2022,3,30,8,11.0,1039.0,0.0,7.0,0.0,0.0
수요일,맑음,단일로 - 기타,건조,차대차,서구 비산동,0,2022,3,30,8,14.0,0.0,0.0,6.0,30.0,13.0
수요일,기타,교차로 - 교차로안,기타,차대차,달서구 감삼동,0,2022,3,30,8,12.0,932.0,0.0,0.0,1.0,3.0
수요일,맑음,교차로 - 교차로횡단보도내,건조,차대차,달서구 도원동,0,2022,3,30,9,13.0,91.0,0.0,0.0,0.0,2.0
수요일,맑음,단일로 - 기타,건조,차대차,달성군 논공읍,0,2022,3,30,10,18.0,1153.0,4.0,0.0,0.0,29.0
수요일,맑음,교차로 - 교차로부근,건조,차대차,동구 효목동,0,2022,3,30,11,4.0,1164.0,0.0,0.0,0.0,0.0
수요일,맑음,교차로 - 교차로안,건조,차대차,서구 평리동,0,2022,3,30,11,12.0,0.0,0.0,0.0,12.0,9.0
수요일,맑음,단일로 - 기타,건조,차대차,달서구 본리동,0,2022,3,30,11,11.0,258.0,0.0,0.0,3.0,1.0
수요일,맑음,교차로 - 교차로부근,건조,차대차,서구 내당동,0,2022,3,30,12,8.0,0.0,0.0,0.0,18.0,0.0
수요일,맑음,교차로 - 교차로부근,건조,차대차,북구 노원동2가,0,2022,3,30,13,1.0,401.0,0.0,0.0,8.0,0.0
수요일,맑음,기타 - 기타,건조,차대사람,달서구 신당동,0,2022,3,30,13,12.0,528.0,0.0,0.0,3.0,3.0
수요일,맑음,교차로 - 교차로안,건조,차대차,남구 봉덕동,0,2022,3,30,14,24.0,1424.0,34.0,9.0,3.0,0.0
수요일,맑음,기타 - 기타,건조,차대사람,동구 방촌동,0,2022,3,30,14,4.0,917.0,0.0,0.0,0.0,2.0
수요일,맑음,교차로 - 교차로부근,건조,차대사람,수성구 범물동,0,2022,3,30,14,7.0,0.0,0.0,0.0,0.0,0.0
수요일,맑음,단일로 - 기타,건조,차대차,수성구 두산동,0,2022,3,30,14,4.0,473.0,0.0,0.0,0.0,0.0
수요일,맑음,교차로 - 교차로안,건조,차대차,달성군 화원읍,0,2022,3,30,14,39.0,940.0,18.0,0.0,0.0,14.0
수요일,맑음,교차로 - 교차로부근,건조,차대차,수성구 황금동,0,2022,3,30,15,9.0,0.0,0.0,0.0,2.0,1.0
수요일,맑음,교차로 - 교차로부근,건조,차대차,남구 봉덕동,0,2022,3,30,16,24.0,1424.0,34.0,9.0,3.0,0.0
수요일,맑음,단일로 - 지하차도(도로)내,건조,차대차,동구 신암동,0,2022,3,30,16,12.0,2064.0,0.0,0.0,1.0,0.0
수요일,맑음,기타 - 기타,건조,차대차,동구 지저동,0,2022,3,30,16,1.0,420.0,0.0,0.0,0.0,3.0
수요일,맑음,단일로 - 기타,건조,차대사람,중구 남산동,0,2022,3,30,16,12.0,1474.0,61.0,12.0,0.0,0.0
수요일,맑음,교차로 - 교차로안,건조,차대사람,북구 동천동,0,2022,3,30,18,3.0,70.0,14.0,0.0,0.0,7.0
수요일,맑음,교차로 - 교차로안,건조,차대차,달서구 대곡동,0,2022,3,30,19,13.0,136.0,0.0,0.0,0.0,0.0
수요일,맑음,교차로 - 교차로안,건조,차대차,달성군 유가읍,0,2022,3,30,19,16.0,454.0,0.0,0.0,0.0,2.0
수요일,맑음,교차로 - 교차로안,건조,차대차,북구 태전동,0,2022,3,30,19,9.0,306.0,50.0,0.0,14.0,1.0
수요일,맑음,교차로 - 교차로안,건조,차대차,달서구 파호동,0,2022,3,30,20,6.0,37.0,0.0,0.0,0.0,1.0
수요일,맑음,교차로 - 교차로안,건조,차대차,달서구 이곡동,0,2022,3,30,21,23.0,404.0,0.0,0.0,1.0,1.0
목요일,맑음,단일로 - 기타,건조,차대차,동구 율하동,0,2022,3,31,5,8.0,407.0,0.0,0.0,0.0,4.0
목요일,맑음,교차로 - 교차로안,건조,차대차,동구 지저동,0,2022,3,31,9,1.0,420.0,0.0,0.0,0.0,3.0
목요일,맑음,단일로 - 기타,건조,차대차,달서구 장동,0,2022,3,31,9,1.0,210.0,0.0,0.0,0.0,1.0
목요일,맑음,단일로 - 고가도로위,건조,차대차,북구 태전동,0,2022,3,31,9,9.0,306.0,50.0,0.0,14.0,1.0
목요일,맑음,단일로 - 기타,건조,차대차,수성구 중동,0,2022,3,31,11,6.0,730.0,0.0,0.0,1.0,0.0
목요일,맑음,단일로 - 기타,건조,차대차,북구 침산동,0,2022,3,31,12,16.0,732.0,23.0,8.0,15.0,2.0
목요일,맑음,단일로 - 기타,건조,차대차,달서구 성당동,0,2022,3,31,12,6.0,46.0,0.0,0.0,1.0,2.0
목요일,맑음,단일로 - 기타,건조,차대차,달성군 논공읍,0,2022,3,31,13,18.0,1153.0,4.0,0.0,0.0,29.0
목요일,맑음,주차장 - 주차장,건조,차대차,남구 봉덕동,0,2022,3,31,15,24.0,1424.0,34.0,9.0,3.0,0.0
목요일,맑음,단일로 - 기타,건조,차대사람,달서구 진천동,0,2022,3,31,15,9.0,627.0,0.0,0.0,1.0,3.0
목요일,맑음,단일로 - 기타,건조,차대차,달서구 두류동,0,2022,3,31,16,12.0,1290.0,0.0,0.0,3.0,3.0
목요일,맑음,단일로 - 기타,건조,차대차,달서구 신당동,0,2022,3,31,16,12.0,528.0,0.0,0.0,3.0,3.0
목요일,맑음,단일로 - 기타,건조,차대사람,달서구 진천동,0,2022,3,31,18,9.0,627.0,0.0,0.0,1.0,3.0
목요일,맑음,단일로 - 기타,건조,차대차,중구 대봉동,0,2022,3,31,20,3.0,637.0,0.0,5.0,0.0,0.0
금요일,맑음,교차로 - 교차로부근,건조,차대차,수성구 범어동,0,2022,4,1,7,12.0,0.0,0.0,1.0,3.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,달성군 현풍읍,0,2022,4,1,7,15.0,0.0,0.0,0.0,0.0,0.0
금요일,맑음,기타 - 기타,건조,차량단독,동구 신암동,0,2022,4,1,9,12.0,2064.0,0.0,0.0,1.0,0.0
금요일,맑음,단일로 - 고가도로위,건조,차대차,수성구 파동,0,2022,4,1,9,10.0,769.0,0.0,0.0,0.0,0.0
금요일,맑음,교차로 - 교차로안,건조,차대차,달성군 현풍읍,0,2022,4,1,11,15.0,0.0,0.0,0.0,0.0,0.0
금요일,맑음,교차로 - 교차로부근,건조,차대사람,달서구 호산동,0,2022,4,1,11,10.0,213.0,0.0,0.0,0.0,1.0
금요일,맑음,단일로 - 지하차도(도로)내,건조,차대차,남구 봉덕동,0,2022,4,1,12,24.0,1424.0,34.0,9.0,3.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,수성구 범어동,0,2022,4,1,13,12.0,0.0,0.0,1.0,3.0,0.0
금요일,맑음,교차로 - 교차로안,건조,차대차,수성구 만촌동,0,2022,4,1,14,15.0,0.0,0.0,0.0,0.0,3.0
금요일,맑음,기타 - 기타,건조,차대차,달서구 송현동,0,2022,4,1,14,17.0,1365.0,0.0,0.0,7.0,7.0
금요일,맑음,단일로 - 기타,건조,차대차,달서구 송현동,0,2022,4,1,14,17.0,1365.0,0.0,0.0,7.0,7.0
금요일,맑음,교차로 - 교차로안,건조,차대차,동구 검사동,0,2022,4,1,15,0.0,360.0,0.0,0.0,0.0,0.0
금요일,맑음,교차로 - 교차로안,건조,차대차,서구 비산동,0,2022,4,1,15,14.0,0.0,0.0,6.0,30.0,13.0
금요일,맑음,교차로 - 교차로안,건조,차대차,수성구 대흥동,0,2022,4,1,16,0.0,0.0,0.0,0.0,0.0,0.0
금요일,맑음,교차로 - 교차로부근,건조,차대차,달서구 월성동,0,2022,4,1,16,22.0,164.0,0.0,0.0,1.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,달서구 이곡동,0,2022,4,1,16,23.0,404.0,0.0,0.0,1.0,1.0
금요일,맑음,단일로 - 기타,건조,차대사람,달서구 죽전동,0,2022,4,1,16,2.0,399.0,0.0,0.0,3.0,1.0
금요일,맑음,교차로 - 교차로안,건조,차대차,동구 효목동,0,2022,4,1,17,4.0,1164.0,0.0,0.0,0.0,0.0
금요일,맑음,단일로 - 기타,건조,차대사람,중구 공평동,0,2022,4,1,17,2.0,71.0,0.0,4.0,0.0,0.0
금요일,맑음,교차로 - 교차로안,건조,차대사람,동구 율하동,0,2022,4,1,19,8.0,407.0,0.0,0.0,0.0,4.0
금요일,맑음,교차로 - 교차로안,건조,차대차,동구 효목동,0,2022,4,1,19,4.0,1164.0,0.0,0.0,0.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,동구 방촌동,0,2022,4,1,19,4.0,917.0,0.0,0.0,0.0,2.0
금요일,맑음,교차로 - 교차로부근,건조,차대차,동구 지묘동,0,2022,4,1,19,5.0,169.0,0.0,0.0,0.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,수성구 범어동,0,2022,4,1,19,12.0,0.0,0.0,1.0,3.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,중구 인교동,0,2022,4,1,19,2.0,72.0,0.0,3.0,0.0,0.0
금요일,맑음,단일로 - 교량,건조,차대차,북구 금호동,0,2022,4,1,19,3.0,28.0,0.0,0.0,0.0,0.0
금요일,맑음,교차로 - 교차로안,건조,차대차,북구 산격동,0,2022,4,1,20,12.0,968.0,34.0,0.0,29.0,13.0
금요일,맑음,단일로 - 기타,건조,차대차,서구 내당동,0,2022,4,1,20,8.0,0.0,0.0,0.0,18.0,0.0
금요일,맑음,교차로 - 교차로안,건조,차대차,달서구 이곡동,0,2022,4,1,20,23.0,404.0,0.0,0.0,1.0,1.0
금요일,맑음,교차로 - 교차로안,건조,차대차,달성군 유가읍,0,2022,4,1,21,16.0,454.0,0.0,0.0,0.0,2.0
금요일,맑음,단일로 - 기타,건조,차대사람,동구 신암동,0,2022,4,1,22,12.0,2064.0,0.0,0.0,1.0,0.0
금요일,맑음,단일로 - 교량,건조,차대차,북구 팔달동,0,2022,4,1,22,6.0,131.0,6.0,0.0,0.0,1.0
금요일,맑음,단일로 - 기타,건조,차대사람,중구 삼덕동1가,0,2022,4,1,23,4.0,90.0,0.0,8.0,0.0,0.0
토요일,맑음,교차로 - 교차로안,건조,차대차,동구 신천동,1,2022,4,2,0,11.0,1039.0,0.0,7.0,0.0,0.0
토요일,맑음,교차로 - 교차로부근,건조,차대차,달서구 본리동,1,2022,4,2,0,11.0,258.0,0.0,0.0,3.0,1.0
토요일,맑음,단일로 - 기타,건조,차량단독,서구 내당동,1,2022,4,2,0,8.0,0.0,0.0,0.0,18.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,중구 계산동1가,1,2022,4,2,1,0.0,18.0,0.0,2.0,0.0,0.0
토요일,맑음,단일로 - 기타,건조,차대사람,중구 남산동,1,2022,4,2,8,12.0,1474.0,61.0,12.0,0.0,0.0
토요일,맑음,단일로 - 지하차도(도로)내,건조,차대차,북구 태전동,1,2022,4,2,8,9.0,306.0,50.0,0.0,14.0,1.0
토요일,맑음,교차로 - 교차로안,건조,차대차,달서구 월성동,1,2022,4,2,11,22.0,164.0,0.0,0.0,1.0,0.0
토요일,맑음,교차로 - 교차로안,건조,차대차,북구 노원동3가,1,2022,4,2,11,2.0,671.0,0.0,0.0,15.0,14.0
토요일,맑음,단일로 - 기타,건조,차대차,수성구 신매동,1,2022,4,2,12,11.0,0.0,0.0,0.0,2.0,1.0
토요일,맑음,단일로 - 기타,건조,차량단독,북구 서변동,1,2022,4,2,12,9.0,237.0,17.0,0.0,0.0,3.0
토요일,맑음,교차로 - 교차로부근,건조,차량단독,북구 서변동,1,2022,4,2,12,9.0,237.0,17.0,0.0,0.0,3.0
토요일,맑음,교차로 - 교차로안,건조,차대차,수성구 만촌동,1,2022,4,2,13,15.0,0.0,0.0,0.0,0.0,3.0
토요일,맑음,단일로 - 기타,건조,차대차,수성구 사월동,1,2022,4,2,14,0.0,0.0,0.0,0.0,0.0,0.0
토요일,맑음,교차로 - 교차로횡단보도내,건조,차대사람,달서구 용산동,1,2022,4,2,14,33.0,480.0,0.0,0.0,2.0,2.0
토요일,맑음,교차로 - 교차로안,건조,차대차,북구 서변동,1,2022,4,2,14,9.0,237.0,17.0,0.0,0.0,3.0
토요일,맑음,단일로 - 기타,건조,차대사람,동구 효목동,1,2022,4,2,15,4.0,1164.0,0.0,0.0,0.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,수성구 매호동,1,2022,4,2,15,2.0,0.0,0.0,0.0,1.0,0.0
토요일,맑음,교차로 - 교차로안,건조,차대차,수성구 범물동,1,2022,4,2,15,7.0,0.0,0.0,0.0,0.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,북구 침산동,1,2022,4,2,15,16.0,732.0,23.0,8.0,15.0,2.0
토요일,맑음,교차로 - 교차로부근,건조,차대차,수성구 수성동2가,1,2022,4,2,16,1.0,0.0,0.0,0.0,0.0,0.0
토요일,맑음,단일로 - 기타,건조,차량단독,북구 칠성동2가,1,2022,4,2,16,3.0,268.0,20.0,20.0,0.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,동구 신천동,1,2022,4,2,17,11.0,1039.0,0.0,7.0,0.0,0.0
토요일,맑음,단일로 - 기타,건조,차대사람,북구 침산동,1,2022,4,2,17,16.0,732.0,23.0,8.0,15.0,2.0
토요일,맑음,단일로 - 기타,건조,차대차,달성군 다사읍,1,2022,4,2,18,52.0,876.0,4.0,0.0,0.0,2.0
토요일,맑음,단일로 - 기타,건조,차대차,중구 대신동,1,2022,4,2,18,5.0,391.0,13.0,11.0,0.0,0.0
토요일,맑음,교차로 - 교차로부근,건조,차대차,북구 산격동,1,2022,4,2,19,12.0,968.0,34.0,0.0,29.0,13.0
토요일,맑음,단일로 - 기타,건조,차대차,동구 신천동,1,2022,4,2,22,11.0,1039.0,0.0,7.0,0.0,0.0
토요일,맑음,교차로 - 교차로안,건조,차대차,수성구 두산동,1,2022,4,2,22,4.0,473.0,0.0,0.0,0.0,0.0
토요일,맑음,교차로 - 교차로부근,건조,차대차,서구 중리동,1,2022,4,2,22,8.0,0.0,0.0,0.0,0.0,11.0
토요일,맑음,단일로 - 기타,건조,차대차,중구 대봉동,1,2022,4,2,22,3.0,637.0,0.0,5.0,0.0,0.0
토요일,맑음,교차로 - 교차로부근,건조,차대사람,달서구 성당동,1,2022,4,2,22,6.0,46.0,0.0,0.0,1.0,2.0
토요일,맑음,단일로 - 기타,건조,차대사람,중구 삼덕동1가,1,2022,4,2,23,4.0,90.0,0.0,8.0,0.0,0.0
일요일,맑음,단일로 - 기타,건조,차대차,달서구 신당동,1,2022,4,3,0,12.0,528.0,0.0,0.0,3.0,3.0
일요일,맑음,교차로 - 교차로안,건조,차대차,달서구 두류동,1,2022,4,3,9,12.0,1290.0,0.0,0.0,3.0,3.0
일요일,맑음,기타 - 기타,건조,차대사람,달서구 진천동,1,2022,4,3,10,9.0,627.0,0.0,0.0,1.0,3.0
일요일,맑음,단일로 - 기타,건조,차대차,달성군 다사읍,1,2022,4,3,10,52.0,876.0,4.0,0.0,0.0,2.0
일요일,맑음,교차로 - 교차로안,건조,차대차,수성구 범어동,1,2022,4,3,11,12.0,0.0,0.0,1.0,3.0,0.0
일요일,맑음,교차로 - 교차로안,건조,차대차,북구 대현동,1,2022,4,3,11,4.0,332.0,9.0,8.0,9.0,0.0
일요일,맑음,단일로 - 기타,건조,차대차,동구 불로동,1,2022,4,3,13,0.0,622.0,0.0,0.0,0.0,2.0
일요일,맑음,단일로 - 기타,건조,차대사람,달성군 유가읍,1,2022,4,3,13,16.0,454.0,0.0,0.0,0.0,2.0
일요일,맑음,기타 - 기타,건조,차대차,북구 칠성동2가,1,2022,4,3,13,3.0,268.0,20.0,20.0,0.0,0.0
일요일,맑음,교차로 - 교차로횡단보도내,건조,차대차,남구 대명동,1,2022,4,3,13,62.0,5377.0,106.0,20.0,1.0,0.0
일요일,맑음,단일로 - 기타,건조,차대차,동구 신천동,1,2022,4,3,15,11.0,1039.0,0.0,7.0,0.0,0.0
일요일,맑음,기타 - 기타,건조,차대차,달서구 상인동,1,2022,4,3,15,30.0,843.0,0.0,0.0,0.0,5.0
일요일,맑음,단일로 - 기타,건조,차대차,북구 태전동,1,2022,4,3,15,9.0,306.0,50.0,0.0,14.0,1.0
일요일,맑음,단일로 - 기타,건조,차대차,남구 대명동,1,2022,4,3,16,62.0,5377.0,106.0,20.0,1.0,0.0
일요일,맑음,단일로 - 기타,건조,차대차,수성구 만촌동,1,2022,4,3,16,15.0,0.0,0.0,0.0,0.0,3.0
